business_id	positive	negative	name	city	stars	review_count	categories	positive_frac	negative_frac
L8rJht4Jw_BuR8gsckEWYg	156	156	b'The Cheesecake Factory'	Charlotte	3.5	312	['Food', 'American (New)', 'Desserts', 'Restaurants', 'American (Traditional)']	0.5	0.5
LIvXzdMJrIb6IY5Y3tqicA	136	155	"b""Nan and Byron's"""	Charlotte	3.5	291	['American (New)', 'Restaurants']	0.46735395189003437	0.5326460481099656
LQI8R7yYXmWzWKd7wLCf2Q	302	111	b'Dish'	Charlotte	4.0	413	['Southern', 'Restaurants']	0.7312348668280871	0.2687651331719128
LUZ94dZpgCmBGyNH52S7lg	139	62	b'Essex Bar & Bistro'	Charlotte	4.0	201	['Gastropubs', 'Mediterranean', 'Restaurants', 'Cocktail Bars', 'American (New)', 'Bars', 'Nightlife']	0.6915422885572139	0.30845771144278605
M0pkmBUi_CI0qrzN7ee80Q	227	63	"b""Am\xc3\xa9lie's French Bakery & Caf\xc3\xa9"""	Charlotte	4.0	290	['Bakeries', 'Coffee & Tea', 'Restaurants', 'Cafes', 'Food']	0.7827586206896552	0.21724137931034482
M10n-ivjDkkdLaxIYNafFQ	193	99	b'Queen City Q'	Charlotte	3.5	291	['Barbeque', 'Restaurants', 'Southern']	0.6632302405498282	0.3402061855670103
ME6D5nLlfG0xZCtICOYDuw	209	83	b'Georges Brasserie'	Charlotte	4.0	292	['French', 'American (New)', 'Restaurants', 'Brasseries']	0.7157534246575342	0.2842465753424658
MQEpDvkdL39hh1N0We3Vaw	92	183	b'Hot Taco'	Charlotte	2.5	274	['Mexican', 'Restaurants']	0.3357664233576642	0.6678832116788321
MrSHPvHVdE_VzVN7iRz45Q	143	163	b'Enso Asian Bistro & Sushi Bar'	Charlotte	3.5	306	['Nightlife', 'Sushi Bars', 'Restaurants', 'Asian Fusion', 'Lounges', 'Bars']	0.4673202614379085	0.5326797385620915
MtSEQlqTj3Pup-wBY-dKfA	133	98	b'1897 Market'	Charlotte	3.5	231	['Pizza', 'Sandwiches', 'Restaurants', 'Beer', 'Wine & Spirits', 'Convenience Stores', 'Nightlife', 'Food', 'Bars']	0.5757575757575758	0.42424242424242425
MtvN8vMiKcLkkz_tCvBx3g	178	100	b'Aria'	Charlotte	3.5	278	['American (New)', 'Restaurants', 'Italian']	0.6402877697841727	0.3597122302158273
MtzjOi57BkQrqF8wqNOyHg	162	80	"b""Nana's Soul Food Kitchen"""	Charlotte	4.0	242	['Food', 'Restaurants', 'Soul Food', 'Specialty Food', 'Ethnic Food']	0.6694214876033058	0.3305785123966942
NbrXg59fYR3MoeXdeAIQIQ	154	89	"b""Pike's Old Fashioned Soda Shop"""	Charlotte	3.5	243	['American (Traditional)', 'Ice Cream & Frozen Yogurt', 'Breakfast & Brunch', 'Food', 'Restaurants']	0.6337448559670782	0.3662551440329218
PdCxX1QJnlBkvnG9fFjWYg	175	44	b'Sunflour Baking Company'	Charlotte	4.0	219	['Bakeries', 'Coffee & Tea', 'Sandwiches', 'Food', 'Restaurants', 'Cafes']	0.7990867579908676	0.2009132420091324
Pk6A3Pqs6_qPLNevdADrDg	144	38	"b""Bad Daddy's Burger Bar"""	Huntersville	4.0	182	['Burgers', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Fast Food', 'Food']	0.7912087912087912	0.2087912087912088
PqcOSnCsJTT9Yd2xWKIMWw	190	37	b'La Shish Kabob'	Charlotte	4.5	227	['Restaurants', 'Middle Eastern']	0.8370044052863436	0.16299559471365638
QAHqplESgDUGgih45W9J-g	204	46	"b""Dressler's - Charlotte"""	Charlotte	4.0	250	['Bars', 'American (New)', 'Steakhouses', 'Seafood', 'Nightlife', 'Wine Bars', 'Restaurants']	0.816	0.184
QFqtVX-lyZQgVHQrG-dhlg	181	118	b'Diamond Restaurant'	Charlotte	3.5	299	['American (New)', 'Diners', 'Restaurants', 'Southern']	0.6053511705685619	0.39464882943143814
QH2OSulslnQ7Yn8Xs81SPg	147	41	b'Growlers Pourhouse'	Charlotte	4.0	188	['Nightlife', 'Restaurants', 'American (Traditional)', 'Bars', 'Beer Bar']	0.7819148936170213	0.21808510638297873
QeDkfLmXVguytF3Of9zg-Q	169	84	"b""Boudreaux's Louisiana Kitchen"""	Charlotte	3.5	254	['Restaurants', 'Cajun/Creole', 'Breakfast & Brunch']	0.6653543307086615	0.33070866141732286
Qsg-2Coum0ccbXuJWDwZqA	148	32	b'Dogwood Southern Table & Bar'	Charlotte	4.5	180	['Restaurants', 'Southern', 'American (New)']	0.8222222222222222	0.17777777777777778
QvxBnMcBPP1z_NAIYCqqdA	152	25	b'Haberdish'	Charlotte	4.5	177	['Restaurants', 'Bars', 'Nightlife', 'Salad', 'Southern', 'Cocktail Bars']	0.8587570621468926	0.14124293785310735
R1jJQi2yR44D_2ileqr8kA	220	44	b'Living Kitchen'	Charlotte	4.5	265	['Restaurants', 'Vegetarian', 'Vegan', 'Live/Raw Food']	0.8301886792452831	0.1660377358490566
RcB7STNxoSDjtoK1pXgWBg	213	63	b'The Blue Taj'	Charlotte	4.0	276	['Breakfast & Brunch', 'Seafood', 'Restaurants', 'Indian']	0.7717391304347826	0.22826086956521738
SHFlELFcEcAOJv_fTAKChQ	395	98	b'Dandelion Market'	Charlotte	4.0	493	['American (New)', 'Nightlife', 'Bars', 'Restaurants', 'Tapas/Small Plates']	0.8012170385395537	0.19878296146044624
TLWZK8NIpn4zI4_yut-q6Q	257	27	"b""Luna's Living Kitchen"""	Charlotte	4.5	284	['Live/Raw Food', 'Restaurants', 'Vegan', 'Vegetarian']	0.9049295774647887	0.09507042253521127
TTFbaLpIwrjFx7YIL2pbJA	316	33	b'Kabab-Je Rotisserie & Grille'	Matthews	4.5	352	['Vegan', 'Lebanese', 'Mediterranean', 'Middle Eastern', 'Restaurants']	0.8977272727272727	0.09375
TZmMsbw5TbRqv8rmKj_aGg	182	26	b'The Common Market'	Charlotte	4.5	208	['Delicatessen', 'Delis', 'Beer', 'Wine & Spirits', 'Restaurants', 'Arts & Entertainment', 'Music Venues', 'Food', 'Nightlife', 'Sandwiches']	0.875	0.125
U3kygJOTlTQFlfaZS7sQjA	219	67	"b""JJ's Red Hots"""	Charlotte	4.0	286	['Hot Dogs', 'Caterers', 'Event Planning & Services', 'Restaurants', 'American (Traditional)', 'Vegetarian']	0.7657342657342657	0.23426573426573427
UByM7N0mF-ylIGUuIWHCtA	137	64	"b""Sullivan's Steakhouse"""	Charlotte	4.0	201	['Steakhouses', 'Restaurants']	0.681592039800995	0.31840796019900497
USleI8g1UVN9-9jm-b4uIg	243	43	b'The Fig Tree Restaurant'	Charlotte	4.5	286	['French', 'Restaurants', 'Italian', 'American (New)']	0.8496503496503497	0.15034965034965034
Uftnd7njdHNFxhz_6rpUrA	152	43	b'Sea Level NC'	Charlotte	4.0	195	['Seafood', 'Nightlife', 'Bars', 'Live/Raw Food', 'American (New)', 'Cocktail Bars', 'Restaurants']	0.7794871794871795	0.2205128205128205
UzsXZoePcmt6RWo00qNNAw	92	162	b'Carolina Ale House'	Charlotte	3.0	255	['American (Traditional)', 'Nightlife', 'Sports Bars', 'Restaurants', 'Bars']	0.3607843137254902	0.6352941176470588
V1cWGBZLQLyIiyo0iUOnyg	363	42	b'Not Just Coffee - 7th Street'	Charlotte	4.5	405	['Food', 'Coffee & Tea']	0.8962962962962963	0.1037037037037037
VH3WA7a-OVzFj2K_SP4BIw	325	105	"b""The King's Kitchen"""	Charlotte	4.0	431	['Restaurants', 'Bakeries', 'Southern', 'American (Traditional)', 'Food']	0.7540603248259861	0.24361948955916474
VZQPYoK6l_vo5jwYgabJdQ	122	67	"b""Pinky's Westside Grill"""	Huntersville	4.0	189	['Vegetarian', 'Cocktail Bars', 'Restaurants', 'Vegan', 'Nightlife', 'Bars', 'American (New)', 'American (Traditional)', 'Hot Dogs', 'Salad', 'Burgers', 'Diners']	0.6455026455026455	0.3544973544973545
VdZ_0EzBo7EHsNmiZ-zX8Q	248	34	b'The Smoke Pit'	Concord	4.5	282	['Cafeteria', 'Barbeque', 'American (Traditional)', 'Restaurants']	0.8794326241134752	0.12056737588652482
VeFqptSzekFAc3FZOpi81Q	249	37	"b""Alexander Michael's"""	Charlotte	4.5	286	['Local Flavor', 'Nightlife', 'Cajun/Creole', 'Bars', 'Pubs', 'American (Traditional)', 'Restaurants', 'Comfort Food']	0.8706293706293706	0.12937062937062938
WCqcYtJ4rUxA4bIzjOfzqg	212	128	b'Vapiano'	Charlotte	3.5	341	['Italian', 'Restaurants', 'Pizza', 'Breakfast & Brunch']	0.6217008797653959	0.375366568914956
WvC9K0ZEOTbR7fh-LNe5_A	146	104	b'Famous Toastery'	Charlotte	3.5	250	['Coffee & Tea', 'Food', 'Breakfast & Brunch', 'Restaurants']	0.584	0.416
XagMSw5tADQbNSx0IM7TaA	178	5	b'Paper Skyscraper'	Charlotte	4.5	183	['Flowers & Gifts', 'Bookstores', 'Cards & Stationery', 'Arts & Crafts', 'Books', 'Mags', 'Music & Video', 'Shopping', 'Jewelry', 'Event Planning & Services']	0.9726775956284153	0.0273224043715847
XgRljuEUyaHBKIpIz-PRAA	343	81	b'Bang Bang Burgers'	Charlotte	4.5	424	['American (New)', 'Burgers', 'Restaurants']	0.8089622641509434	0.19103773584905662
Y3vtXQz3zPc5AVyUAsAj5Q	147	65	b'Pho Real Vietnamese Restaurant and Bar'	Charlotte	4.0	212	['Food', 'Cocktail Bars', 'Bubble Tea', 'Nightlife', 'Vietnamese', 'Bars', 'Restaurants']	0.6933962264150944	0.30660377358490565
YAJzBGvqT3dT_qAg6u8E1A	247	46	"b""Lebowski's Neighborhood Grill"""	Charlotte	4.5	292	['Bars', 'Pubs', 'Restaurants', 'Nightlife', 'Sports Bars', 'American (Traditional)']	0.8458904109589042	0.15753424657534246
YXa0A7aXV9wWNR0qJVVSDg	222	53	"b""Bad Daddy's Burger Bar"""	Charlotte	4.0	275	['Restaurants', 'Breakfast & Brunch', 'Burgers']	0.8072727272727273	0.19272727272727272
Z4y3LZlCjv4xnZ8xOpYf_Q	151	42	b'TRUE Crafted Pizza'	Charlotte	4.0	193	['Food', 'Restaurants', 'Pizza']	0.7823834196891192	0.21761658031088082
ZCXjNG1EBFiKKMtR9DOTGg	174	75	b'Thai House - University'	Charlotte	4.0	249	['Restaurants', 'Nightlife', 'Thai', 'Seafood', 'Bars']	0.6987951807228916	0.30120481927710846
ZLNNXEZaCMhXuUovRTIGTw	187	36	"b""Owen's Bagel & Deli"""	Charlotte	4.5	223	['Coffee & Tea', 'Food', 'Delis', 'Bagels', 'Restaurants']	0.8385650224215246	0.16143497757847533
ZMEax9auuGMUPqxl2D3kLA	168	61	b'Passage To India'	Charlotte	4.0	229	['Indian', 'Restaurants', 'Pakistani']	0.7336244541484717	0.2663755458515284
Z_mJYg3vi8cPZHa1J4BALw	214	49	b'Kindred Restaurant'	Davidson	4.5	262	['Cocktail Bars', 'Restaurants', 'American (New)', 'Bars', 'Diners', 'Nightlife']	0.816793893129771	0.18702290076335878
_2trMwFsh5-IqqEcQ-OLVA	141	83	"b""Mac's Speed Shop"""	Charlotte	3.5	223	['Restaurants', 'Chicken Wings', 'American (Traditional)', 'Barbeque']	0.6322869955156951	0.3721973094170404
_5UAFrD3EDgJO1aZgRxH7w	244	87	"b""Price's Chicken Coop"""	Charlotte	4.0	331	['Restaurants', 'Southern', 'Event Planning & Services', 'Caterers']	0.7371601208459214	0.2628398791540785
_kzB_xsb9DHUPfXB0XfQGA	98	104	b'Cantina 1511'	Charlotte	3.0	202	['Restaurants', 'Tex-Mex', 'Nightlife', 'Mexican', 'Bars']	0.48514851485148514	0.5148514851485149
aBLx9JlAMq_AuW6VAImSwg	280	216	"b""Zada Jane's Corner Cafe"""	Charlotte	3.5	497	['Restaurants', 'American (New)', 'Salad', 'Breakfast & Brunch', 'Sandwiches']	0.5633802816901409	0.4346076458752515
aE-02jgBVhV56x0kbfvSIA	195	27	b'Yafo Kitchen'	Charlotte	4.5	222	['Restaurants', 'Food', 'Specialty Food', 'Mediterranean', 'Ethnic Food', 'Middle Eastern']	0.8783783783783784	0.12162162162162163
aIJqDWUt10iS45zYCr0KcQ	155	82	b'Thai Taste'	Charlotte	3.5	236	['Thai', 'Restaurants']	0.6567796610169492	0.3474576271186441
aZG9Hp8fdgzq37iuB1QTYg	129	111	b'Carowinds'	Charlotte	3.5	240	['Active Life', 'Amusement Parks']	0.5375	0.4625
apMG3W6-qpHIuo4ApZy3IA	178	53	"b""Bricktop's Restaurant"""	Charlotte	4.0	231	['American (New)', 'Breakfast & Brunch', 'Restaurants']	0.7705627705627706	0.22943722943722944
b42EKdSk61zd_FEqEwioYQ	133	58	b'Upstream'	Charlotte	4.0	191	['Seafood', 'Sushi Bars', 'Breakfast & Brunch', 'Restaurants']	0.6963350785340314	0.3036649214659686
b8fEuQPrf383f6pzdm8-1w	165	163	b'Vida Mexican Kitchen y Cantina'	Charlotte	3.5	328	['Mexican', 'Restaurants']	0.5030487804878049	0.4969512195121951
bXbCGFk3ZjLcTdQQB-xPyQ	198	51	"b""Luciano's Ristorante Italiano"""	Charlotte	4.0	249	['Restaurants', 'Italian']	0.7951807228915663	0.20481927710843373
bZtukyhyV1oVmUU3yRBPbQ	288	30	b'Smelly Cat Coffee'	Charlotte	4.5	318	['Internet Cafes', 'Desserts', 'Bagels', 'Food', 'Coffee & Tea', 'Restaurants', 'Vegan', 'Breakfast & Brunch']	0.9056603773584906	0.09433962264150944
bfVpHvjir2G2Z9wVeddw4w	237	85	b'The Olde Mecklenburg Brewery'	Charlotte	4.0	322	['Breweries', 'Restaurants', 'German', 'Event Planning & Services', 'Venues & Event Spaces', 'Food']	0.7360248447204969	0.2639751552795031
