6233	224719,0.942397588281|265627,0.938971851096|271656,0.936921108483|209385,0.935468805322|250733,0.935238810929|271659,0.934567191143|272073,0.93392976836|273201,0.932185146287|261303,0.931387728042|270597,0.930666206984
8282	224719,0.809374396629|265627,0.803771699482|271656,0.802755109554|272073,0.802028665313|270597,0.801939566643|209385,0.801552048872|250733,0.801338581659|271659,0.799349216589|272667,0.798435167109|273201,0.797346043304
8285	224719,0.94653609529|271659,0.944721788982|209385,0.942384056294|271656,0.940684149877|265627,0.940653080804|261303,0.938349663201|202461,0.937974378381|217905,0.937456437303|217020,0.937289587146|249601,0.936785986637
4191	224719,0.929008366092|265884,0.92592603383|217020,0.924199987321|47247,0.92340253986|265627,0.920980013665|161784,0.920037706433|202461,0.919494572624|231547,0.918555678369|7631,0.918123211613|271659,0.91760084555
2144	224719,0.861082436926|265627,0.856891605378|217020,0.854730739732|271659,0.854369822984|271656,0.853611480954|201427,0.852774389158|202461,0.851671302929|267886,0.851597370307|249601,0.850993620204|209385,0.849877619451
10256	224719,0.924855456864|265627,0.922742623903|271656,0.92002996957|250733,0.919451362856|272073,0.918108672563|209385,0.91597239988|273201,0.915075624889|271659,0.913810111738|270186,0.913774002929|62662,0.913451391474
6243	271656,0.947814658276|224719,0.945949921375|270597,0.945314867116|265627,0.944812528285|209385,0.944784199864|261303,0.941535471872|250733,0.941241056455|273201,0.94029419146|268578,0.939987392224|272073,0.939786885979
2148	224719,0.943498558566|217020,0.938594617026|265884,0.937476553157|47247,0.936050871241|261962,0.935963741852|202461,0.93523477002|265627,0.934758011245|271659,0.934523898065|247674,0.934174235249|214338,0.933969623363
6245	224719,0.914979987988|265627,0.909575623343|271659,0.908140732704|217020,0.906354882501|265884,0.905275534824|202461,0.905022998669|271656,0.903591262731|249601,0.90300189545|223473,0.902799804307|201427,0.902702150334
2151	250967,0.85665185825|266876,0.853283263079|62662,0.851985823614|264226,0.850734821709|251186,0.850051407715|224719,0.849711607478|270286,0.84806502558|265627,0.847440883825|199888,0.845555880146|198329,0.845286124189
737	224719,0.894862111274|265627,0.890629177149|250733,0.889854769897|272073,0.889226290214|271656,0.888399202014|209385,0.886476977126|270186,0.886035713722|272667,0.884846638274|270597,0.883855927594|271659,0.882916428849
10345	224719,0.895413799225|265627,0.891937765027|250733,0.884750619017|266876,0.88466346235|202461,0.883720053079|223473,0.88324587008|272073,0.882500371222|62662,0.882485567545|271659,0.881393070265|273201,0.880288928841
8298	268748,0.899702684522|271656,0.896809608372|62662,0.89334974501|269945,0.892885499629|267649,0.892076497253|209385,0.891721308354|265627,0.88995565414|224719,0.889609486651|241624,0.888758584085|272051,0.8884376913
4455	62662,0.933448613801|269945,0.931430778893|271889,0.930054141174|224719,0.929754828301|268748,0.929713241463|267649,0.929163303864|265627,0.928595334751|241624,0.927507869697|270286,0.927376666975|271656,0.925963740376
8300	224719,0.935145399765|271656,0.934985411608|265627,0.933494514996|62662,0.933225791314|268748,0.932831439509|209385,0.932103188071|269945,0.930659242493|271659,0.927299396003|272051,0.927284191834|261303,0.927032829759
10350	224719,0.907425995748|265627,0.905947018933|266876,0.903235167554|62662,0.901906865361|250733,0.90149472447|250967,0.901298403422|272073,0.898702287552|270286,0.897906102836|251186,0.89752887994|264226,0.895588646509
6257	217020,0.922773542064|224719,0.922034786984|265884,0.921778351914|47247,0.918518760038|243731,0.918260112228|231547,0.915617597287|201427,0.915039222545|161784,0.914149068675|202461,0.913838169571|261962,0.912627746479
8307	271889,0.814554871605|269945,0.813248718361|224719,0.812732977905|214338,0.811885167923|247674,0.810910186681|62662,0.808640203559|125765,0.808016943096|129380,0.807388306336|263690,0.807101227821|270426,0.80675391481
1119	224719,0.946052363466|265627,0.942939113142|271656,0.941252720306|209385,0.939559305871|271659,0.939408734559|250733,0.936797264592|273201,0.936451526034|202461,0.935603715251|261303,0.935084278332|62662,0.934890742919
10359	250733,0.917975806691|224719,0.917339701934|270186,0.916759538148|272073,0.916393144962|269945,0.915907970293|265627,0.914145939718|62662,0.913560441864|266876,0.910738424447|269169,0.910568105741|271219,0.910091598546
10362	224719,0.955883256327|62662,0.954706758195|265627,0.954075220665|250733,0.952013552109|269945,0.951788198153|250967,0.950126177283|266876,0.949871515885|270286,0.949819466063|272073,0.949277707822|241624,0.946445455842
10363	271656,0.895277062456|268748,0.893586904992|209385,0.891084665644|270597,0.889263034212|217905,0.88606792768|261303,0.885978197352|168431,0.885172483368|50154,0.883987206778|259622,0.883576538236|149076,0.88328999914
2173	224719,0.886346976626|269945,0.885980201735|62662,0.883128508154|265627,0.881957229122|214338,0.88069281446|129380,0.879616536243|250733,0.879434399429|247674,0.878801532796|271889,0.878212763445|125765,0.877284031824
2174	271656,0.926829559702|270597,0.926054904405|209385,0.925955553352|224719,0.923571623496|261303,0.922658488092|268578,0.922446540407|217905,0.921102956279|265627,0.920156772829|168431,0.919569579432|271659,0.919449871947
4505	224719,0.946712163117|265627,0.94190067559|265884,0.940707419715|217020,0.940568834794|47247,0.939769861515|202461,0.938694306383|250733,0.937992847903|7631,0.937728389836|223473,0.937351144979|272073,0.93700288481
129	271656,0.909266396246|209385,0.908709111805|224719,0.908064244733|270597,0.907676144832|271659,0.906544639963|168431,0.905714295916|261303,0.904359485122|265627,0.903252887342|217905,0.902373577819|268578,0.901398266988
2180	224719,0.937634298232|270186,0.936627342071|265627,0.93336747368|272073,0.932004755143|250733,0.93152479515|269169,0.928008190168|67063,0.927995389131|271659,0.927759548898|209656,0.92655874225|273201,0.92619420078
4229	224719,0.934577670414|250733,0.933060003639|265627,0.932638172606|272073,0.931930646442|270186,0.930502396845|271656,0.927425387948|62662,0.927074245939|269945,0.927027573406|272667,0.926367238834|269169,0.923977084903
137	224719,0.858842280667|62662,0.857328104972|265627,0.856728427394|250733,0.85505680466|269945,0.854908424463|272073,0.851136175463|250967,0.84935519732|270286,0.849270156779|266876,0.848927503455|271656,0.846091835353
138	224719,0.885046163625|62662,0.883857844905|271889,0.882374881146|269472,0.880215655416|265627,0.87899532842|247674,0.878893210995|269945,0.877661238931|270426,0.877445533173|125765,0.877076580871|214338,0.876777169157
4235	265884,0.932419519387|224719,0.931693210353|217020,0.930390073867|201427,0.92794370917|249601,0.927866393305|271659,0.927080412956|240480,0.926529990613|47247,0.926268239021|265627,0.925430362587|161784,0.92503688126
10380	217020,0.809248476416|243731,0.808739764613|265884,0.800279449299|201427,0.800043662584|224719,0.799581839139|267886,0.797811712873|264294,0.797395001373|231547,0.796405131064|47247,0.795385273617|53321,0.794446250922
5051	271656,0.927135622413|224719,0.926582150362|265627,0.92488134344|209385,0.923124907146|270597,0.923106289879|273201,0.921106818276|271659,0.920184952149|168431,0.91951462364|261303,0.918480353128|250733,0.916686750818
10382	224719,0.931731296409|265627,0.930143574718|250733,0.926427358583|271656,0.925652526217|272073,0.924533717063|62662,0.923624781043|266876,0.921770042849|273201,0.921602431363|209385,0.920839248161|271659,0.919972818404
6509	269945,0.864160445793|224719,0.861702483165|214338,0.858849497926|250733,0.858494473733|62662,0.857104238298|129380,0.856824270787|272073,0.855495666306|265627,0.855447476029|271889,0.855363798311|247674,0.854877865432
2193	224719,0.908172644034|265627,0.904830068997|271656,0.903205481702|271659,0.901459606001|209385,0.89976479112|273201,0.89823901329|202461,0.897641464111|223473,0.89619963221|217020,0.89513504324|249601,0.895002403171
10391	224719,0.941757021917|266876,0.940990941574|265627,0.938974886475|250967,0.936510757403|250733,0.93606482664|62662,0.935150613274|269323,0.935141671998|270186,0.934974934642|199888,0.934603265562|272073,0.934372100119
154	224719,0.943953980888|265627,0.937939880343|271659,0.935596660357|202461,0.935180382584|261962,0.933758346787|217020,0.933734300969|250733,0.932199001402|47247,0.931624777943|223473,0.931599130792|247674,0.931429663314
9583	270186,0.848289059163|224719,0.839298164628|209656,0.838909639076|271005,0.837628484565|269169,0.837192322349|272073,0.835923130599|250733,0.834809095208|266051,0.833416327632|67063,0.831987530775|265627,0.830931400953
157	209385,0.946615161585|271656,0.946043570065|224719,0.94562188208|270597,0.943713443775|261303,0.943672407391|268578,0.943631915035|217905,0.943128837661|271659,0.942753401712|265627,0.941515961442|168431,0.939735438111
7643	224719,0.846613425171|271656,0.844995265225|265627,0.844076269241|209385,0.840168368971|273201,0.837607310511|270597,0.837383744488|271659,0.837339072274|250733,0.834578866676|261303,0.83410522747|168431,0.833468103213
6303	250967,0.928331513191|266876,0.925946387004|265627,0.924797357861|62662,0.924523204652|251186,0.924117181943|224719,0.924093712906|270286,0.922603704468|250733,0.922264402319|268748,0.922198418039|225992,0.921723994384
8560	248017,0.563664406057|270315,0.560443620792|114673,0.557616079982|255206,0.556851209582|73464,0.556556429462|231802,0.556504802955|249031,0.555989232149|251193,0.555695174569|270610,0.555410737482|36153,0.555352520968
10404	271656,0.931419880309|224719,0.931343267946|265627,0.930177014044|270597,0.92808929128|209385,0.927122316487|250733,0.926341046926|272073,0.925381132653|273201,0.925143817793|272667,0.923867620575|261303,0.923030917248
8358	271656,0.860240900353|268748,0.859457509334|265627,0.855555430426|62662,0.855250529729|269945,0.854651876564|250733,0.854627459296|248025,0.85381132124|224719,0.853681178333|272667,0.852900481916|270597,0.85265006403
10407	224719,0.967113382445|265627,0.964720311835|271656,0.963587868657|209385,0.962715987088|271659,0.961669503034|269945,0.961636205231|62662,0.961430050642|250733,0.960662443003|214338,0.960353156219|129380,0.96019835591
4266	69118,0.566564823544|203904,0.562004933815|31671,0.56196060849|236886,0.561114972052|167137,0.560995836533|265902,0.560667148925|239018,0.560469665502|227608,0.559243799754|113337,0.558665231759|37879,0.55863571328
10052	224719,0.93360650742|265627,0.930688977766|62662,0.929616391697|199888,0.92946799002|266317,0.928930403103|198329,0.928312447841|267886,0.927136443602|217020,0.927050216113|250967,0.927020528147|202461,0.926700300532
2220	224719,0.935635724561|265627,0.931051008192|265884,0.927669381413|250733,0.927014293945|47247,0.926880645037|272073,0.926439869459|202461,0.925787104351|217020,0.925658305013|7631,0.925251418976|223473,0.925155918047
8562	269945,0.945594766554|62662,0.943074484277|271889,0.942711364319|224719,0.940779205279|250733,0.939500930578|214338,0.939155881452|125765,0.938112262398|265627,0.937944514614|129380,0.937303531221|271898,0.937078296355
8366	224719,0.925628233375|62662,0.92170872004|265627,0.921544968686|250733,0.92100174477|266876,0.919349191625|269945,0.918389796857|272073,0.918385611458|250967,0.915722230657|188122,0.914313489671|261962,0.914184361538
8367	224719,0.950007687593|271656,0.949819810671|265627,0.948819236007|209385,0.94665574332|270597,0.946567057194|250733,0.946462552568|272073,0.945356026615|272667,0.944045031648|273201,0.943699871735|261303,0.943324694723
1165	224719,0.947340890582|265627,0.945132828307|271656,0.944069183406|209385,0.94143221325|271659,0.940097774011|250733,0.93961890145|273201,0.939004533211|62662,0.937722563098|272073,0.937596321619|261303,0.937053987307
1474	224719,0.889147948636|265627,0.882288301793|271659,0.882196431023|209385,0.878482832741|271656,0.878232530151|202461,0.875628066902|273201,0.874624700324|250733,0.873453962827|261303,0.872815682126|223473,0.872492076279
2228	268748,0.920015138959|62662,0.914090690514|268585,0.912790871583|224719,0.912504073609|265627,0.912178644377|271656,0.911606446656|241624,0.910761274344|270286,0.910453316947|269898,0.909337158544|250967,0.908989486584
7198	250733,0.901071290821|62662,0.900522816753|269945,0.900002778127|224719,0.898945631146|272073,0.898354433042|250967,0.89800823198|266876,0.897749214563|265627,0.897675614264|271219,0.897391991804|270186,0.895352266156
4278	271912,0.909441956697|129380,0.908172657707|269945,0.907710807622|224719,0.907627691003|250733,0.906138650846|272073,0.905700416395|224908,0.904546676527|214338,0.904377177764|271005,0.903801981193|270186,0.903267206057
10423	224719,0.943011724092|62662,0.939156450911|265627,0.938166368061|269945,0.936945631439|214338,0.935811675982|247674,0.935475405319|250733,0.934717717895|125765,0.934670034775|202461,0.934602345539|261962,0.934514990658
8377	224719,0.9574129232|265627,0.955396623822|250733,0.951823856431|62662,0.950969590286|266876,0.950311805153|272073,0.950095432626|202461,0.948881346498|223473,0.948208104837|271656,0.947706890761|271659,0.947482013865
2234	224719,0.935566217416|62662,0.933516679358|265627,0.932255358928|269945,0.928927088653|247674,0.927626207623|202461,0.926703143739|270286,0.926582935343|214338,0.926510875456|271889,0.926469392803|125765,0.926059636788
4283	224719,0.978426605609|265627,0.976566237934|202461,0.973904458152|271659,0.973753959662|62662,0.973701788772|271656,0.972528412637|223473,0.972525883255|217020,0.97207264009|250733,0.972048036301|273201,0.9712844427
10428	209385,0.918205704775|270597,0.918075791116|271656,0.917209603036|268578,0.915824710086|261303,0.915117577597|217905,0.914492719279|224719,0.913663669806|168431,0.912029120124|271659,0.91201256897|272086,0.909963246714
7448	270186,0.942497570232|250733,0.942339994514|224719,0.94155327744|265627,0.941521497232|266876,0.941280519037|272073,0.940962651352|250967,0.939701232113|271219,0.939619251207|62662,0.939156800142|188122,0.937613595486
191	224719,0.945003125358|265627,0.940354317808|250733,0.937354610691|272073,0.936701107198|271659,0.93525174482|270186,0.934523380513|202461,0.934486255878|67063,0.932916599021|223473,0.932857826302|261962,0.932849881017
6338	224719,0.966630488023|265627,0.96351816679|202461,0.96052106707|62662,0.960298147264|250733,0.959711447569|217020,0.958963557243|223473,0.958740244284|271659,0.958014369945|261962,0.957919152069|272073,0.957831681044
10436	271656,0.927128929276|268748,0.924711661631|224719,0.924112393057|209385,0.923398476412|265627,0.922529415041|271659,0.920523920711|168431,0.919648738688|269898,0.919077836527|268585,0.918867232199|273201,0.918294956217
2248	224719,0.953798659742|265627,0.950894251449|271659,0.94670254063|217020,0.946564377477|202461,0.946380896895|265884,0.946094101898|223473,0.945685739783|271656,0.944626119809|47247,0.944444612898|273201,0.944362966291
4298	224719,0.878626962199|271659,0.877952239765|209385,0.87768248269|270597,0.876288104901|271656,0.874181647624|261303,0.873972340365|168431,0.872440817127|268578,0.872107787819|217905,0.871861110077|265627,0.869612578883
203	224719,0.825463053837|62662,0.821542206107|265627,0.820361574569|266876,0.816662213801|250733,0.815803476403|250967,0.814987110457|269945,0.813614467391|202461,0.813216507721|270286,0.813214202894|272073,0.811350808205
4130	224719,0.926005216673|265627,0.92112207669|271659,0.921099488038|217020,0.919725006599|202461,0.918287795902|271656,0.917661551778|201427,0.917095874342|209385,0.91666181792|267886,0.914538035157|249601,0.914504086774
10446	224719,0.970560426099|265627,0.967984864787|202461,0.96439456326|250733,0.963338416269|271656,0.96325497238|223473,0.962890144219|62662,0.962836618074|273201,0.962031650912|209385,0.961902941585|272073,0.961706494233
4304	224719,0.937763344664|271656,0.935794135253|265627,0.93516883086|209385,0.933685513884|271659,0.930616994836|261303,0.92924867399|62662,0.929028629753|250733,0.928746318803|273201,0.928247467669|270597,0.927806557766
10449	224719,0.93656978962|271656,0.934588403447|265627,0.93371992513|270597,0.932577650806|209385,0.932097157343|271659,0.930731132999|273201,0.930313689112|168431,0.928364537351|261303,0.928157307441|250733,0.927689289933
8402	224719,0.911666740596|265627,0.908900602538|62662,0.902369934297|250733,0.902259114594|266876,0.900479495813|202461,0.899917790965|271656,0.899708506453|272073,0.899436636151|223473,0.898890303176|271659,0.898647906141
4131	224719,0.959502323467|209385,0.95647380163|271659,0.956010210796|271656,0.955706850166|265627,0.955433666263|247674,0.953601090904|129380,0.95329174859|261303,0.953119835059|214338,0.952797560578|217905,0.952665432867
8405	224719,0.969865876806|265627,0.967282562612|271656,0.966687336607|271659,0.966516875197|209385,0.965846931442|273201,0.964060017412|270597,0.962864502114|202461,0.962836709252|261303,0.962817591744|168431,0.96214699503
215	224719,0.951096379176|265627,0.947540993033|62662,0.944053067623|271659,0.943853941413|202461,0.94298603548|271656,0.942266496199|209385,0.940972144983|247674,0.940939526539|269945,0.940407792706|261962,0.940338386859
10457	270186,0.886623168625|224719,0.883306542794|271656,0.882672206025|265627,0.881930188314|270597,0.881593230421|269820,0.879837924028|272073,0.879489751155|272667,0.879349665683|250733,0.879073255275|273201,0.87693488185
8412	224719,0.952044297714|217020,0.950654388664|202461,0.946680091496|243731,0.946512338182|265627,0.946438414154|267886,0.946194600432|201427,0.945849633729|265884,0.944717943126|47247,0.943505164841|62662,0.943497293783
873	271656,0.939485730539|268748,0.937831643714|209385,0.935554252109|270597,0.93471811492|268578,0.932129703878|261303,0.931811814314|265627,0.931611955757|224719,0.931328918628|259622,0.931206801752|217905,0.930887580461
10462	224719,0.954969879817|265627,0.952668402328|62662,0.951823698523|269945,0.948790598066|250733,0.948231167807|271656,0.9465568142|270286,0.946080550767|202461,0.946076234944|271659,0.945379932005|214338,0.945362528808
